Australian Bureau of Statistics

"2016 Census - Employment, Income and Education"
"POA (UR) by LFSP Labour Force Status"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"Counting","POA (UR)","LFSP Labour Force Status","Count",
"Persons Place of Usual Residence","2000, NSW","Employed, worked full-time",7971
"Persons Place of Usual Residence","2000, NSW","Employed, worked part-time",6448
"Persons Place of Usual Residence","2000, NSW","Employed, away from work",706
"Persons Place of Usual Residence","2000, NSW","Unemployed, looking for full-time work",434
"Persons Place of Usual Residence","2000, NSW","Unemployed, looking for part-time work",605
"Persons Place of Usual Residence","2000, NSW","Not in the labour force",6176
"Persons Place of Usual Residence","2000, NSW","Not stated",3817
"Persons Place of Usual Residence","2000, NSW","Not applicable",1251
"Persons Place of Usual Residence","2000, NSW","Total",27411
"Persons Place of Usual Residence","2006, NSW","Employed, worked full-time",52
"Persons Place of Usual Residence","2006, NSW","Employed, worked part-time",401
"Persons Place of Usual Residence","2006, NSW","Employed, away from work",128
"Persons Place of Usual Residence","2006, NSW","Unemployed, looking for full-time work",5
"Persons Place of Usual Residence","2006, NSW","Unemployed, looking for part-time work",129
"Persons Place of Usual Residence","2006, NSW","Not in the labour force",389
"Persons Place of Usual Residence","2006, NSW","Not stated",145
"Persons Place of Usual Residence","2006, NSW","Not applicable",15
"Persons Place of Usual Residence","2006, NSW","Total",1261
"Persons Place of Usual Residence","2007, NSW","Employed, worked full-time",2009
"Persons Place of Usual Residence","2007, NSW","Employed, worked part-time",1491
"Persons Place of Usual Residence","2007, NSW","Employed, away from work",197
"Persons Place of Usual Residence","2007, NSW","Unemployed, looking for full-time work",128
"Persons Place of Usual Residence","2007, NSW","Unemployed, looking for part-time work",411
"Persons Place of Usual Residence","2007, NSW","Not in the labour force",3240
"Persons Place of Usual Residence","2007, NSW","Not stated",998
"Persons Place of Usual Residence","2007, NSW","Not applicable",375
"Persons Place of Usual Residence","2007, NSW","Total",8846
"Persons Place of Usual Residence","2008, NSW","Employed, worked full-time",3318
"Persons Place of Usual Residence","2008, NSW","Employed, worked part-time",1777
"Persons Place of Usual Residence","2008, NSW","Employed, away from work",251
"Persons Place of Usual Residence","2008, NSW","Unemployed, looking for full-time work",206
"Persons Place of Usual Residence","2008, NSW","Unemployed, looking for part-time work",464
"Persons Place of Usual Residence","2008, NSW","Not in the labour force",4019
"Persons Place of Usual Residence","2008, NSW","Not stated",1269
"Persons Place of Usual Residence","2008, NSW","Not applicable",407
"Persons Place of Usual Residence","2008, NSW","Total",11712
"Persons Place of Usual Residence","2009, NSW","Employed, worked full-time",5513
"Persons Place of Usual Residence","2009, NSW","Employed, worked part-time",1920
"Persons Place of Usual Residence","2009, NSW","Employed, away from work",364
"Persons Place of Usual Residence","2009, NSW","Unemployed, looking for full-time work",213
"Persons Place of Usual Residence","2009, NSW","Unemployed, looking for part-time work",197
"Persons Place of Usual Residence","2009, NSW","Not in the labour force",2321
"Persons Place of Usual Residence","2009, NSW","Not stated",1096
"Persons Place of Usual Residence","2009, NSW","Not applicable",1187
"Persons Place of Usual Residence","2009, NSW","Total",12813
"Persons Place of Usual Residence","2010, NSW","Employed, worked full-time",12944
"Persons Place of Usual Residence","2010, NSW","Employed, worked part-time",3744
"Persons Place of Usual Residence","2010, NSW","Employed, away from work",613
"Persons Place of Usual Residence","2010, NSW","Unemployed, looking for full-time work",486
"Persons Place of Usual Residence","2010, NSW","Unemployed, looking for part-time work",342
"Persons Place of Usual Residence","2010, NSW","Not in the labour force",4474
"Persons Place of Usual Residence","2010, NSW","Not stated",3774
"Persons Place of Usual Residence","2010, NSW","Not applicable",1347
"Persons Place of Usual Residence","2010, NSW","Total",27733
"Persons Place of Usual Residence","2011, NSW","Employed, worked full-time",9467
"Persons Place of Usual Residence","2011, NSW","Employed, worked part-time",2294
"Persons Place of Usual Residence","2011, NSW","Employed, away from work",468
"Persons Place of Usual Residence","2011, NSW","Unemployed, looking for full-time work",358
"Persons Place of Usual Residence","2011, NSW","Unemployed, looking for part-time work",191
"Persons Place of Usual Residence","2011, NSW","Not in the labour force",3096
"Persons Place of Usual Residence","2011, NSW","Not stated",4536
"Persons Place of Usual Residence","2011, NSW","Not applicable",788
"Persons Place of Usual Residence","2011, NSW","Total",21199
"Persons Place of Usual Residence","2015, NSW","Employed, worked full-time",5140
"Persons Place of Usual Residence","2015, NSW","Employed, worked part-time",1250
"Persons Place of Usual Residence","2015, NSW","Employed, away from work",289
"Persons Place of Usual Residence","2015, NSW","Unemployed, looking for full-time work",155
"Persons Place of Usual Residence","2015, NSW","Unemployed, looking for part-time work",82
"Persons Place of Usual Residence","2015, NSW","Not in the labour force",1165
"Persons Place of Usual Residence","2015, NSW","Not stated",731
"Persons Place of Usual Residence","2015, NSW","Not applicable",1110
"Persons Place of Usual Residence","2015, NSW","Total",9922
"Persons Place of Usual Residence","2016, NSW","Employed, worked full-time",5476
"Persons Place of Usual Residence","2016, NSW","Employed, worked part-time",1726
"Persons Place of Usual Residence","2016, NSW","Employed, away from work",296
"Persons Place of Usual Residence","2016, NSW","Unemployed, looking for full-time work",223
"Persons Place of Usual Residence","2016, NSW","Unemployed, looking for part-time work",211
"Persons Place of Usual Residence","2016, NSW","Not in the labour force",2995
"Persons Place of Usual Residence","2016, NSW","Not stated",1386
"Persons Place of Usual Residence","2016, NSW","Not applicable",911
"Persons Place of Usual Residence","2016, NSW","Total",13213
"Persons Place of Usual Residence","2017, NSW","Employed, worked full-time",9137
"Persons Place of Usual Residence","2017, NSW","Employed, worked part-time",2673
"Persons Place of Usual Residence","2017, NSW","Employed, away from work",528
"Persons Place of Usual Residence","2017, NSW","Unemployed, looking for full-time work",466
"Persons Place of Usual Residence","2017, NSW","Unemployed, looking for part-time work",598
"Persons Place of Usual Residence","2017, NSW","Not in the labour force",6953
"Persons Place of Usual Residence","2017, NSW","Not stated",2511
"Persons Place of Usual Residence","2017, NSW","Not applicable",1829
"Persons Place of Usual Residence","2017, NSW","Total",24694
"Persons Place of Usual Residence","2018, NSW","Employed, worked full-time",5415
"Persons Place of Usual Residence","2018, NSW","Employed, worked part-time",2240
"Persons Place of Usual Residence","2018, NSW","Employed, away from work",410
"Persons Place of Usual Residence","2018, NSW","Unemployed, looking for full-time work",280
"Persons Place of Usual Residence","2018, NSW","Unemployed, looking for part-time work",278
"Persons Place of Usual Residence","2018, NSW","Not in the labour force",4827
"Persons Place of Usual Residence","2018, NSW","Not stated",980
"Persons Place of Usual Residence","2018, NSW","Not applicable",2597
"Persons Place of Usual Residence","2018, NSW","Total",17028
"Persons Place of Usual Residence","2019, NSW","Employed, worked full-time",3880
"Persons Place of Usual Residence","2019, NSW","Employed, worked part-time",1484
"Persons Place of Usual Residence","2019, NSW","Employed, away from work",287
"Persons Place of Usual Residence","2019, NSW","Unemployed, looking for full-time work",124
"Persons Place of Usual Residence","2019, NSW","Unemployed, looking for part-time work",107
"Persons Place of Usual Residence","2019, NSW","Not in the labour force",2015
"Persons Place of Usual Residence","2019, NSW","Not stated",720
"Persons Place of Usual Residence","2019, NSW","Not applicable",2229
"Persons Place of Usual Residence","2019, NSW","Total",10840
"Persons Place of Usual Residence","2020, NSW","Employed, worked full-time",5670
"Persons Place of Usual Residence","2020, NSW","Employed, worked part-time",2116
"Persons Place of Usual Residence","2020, NSW","Employed, away from work",423
"Persons Place of Usual Residence","2020, NSW","Unemployed, looking for full-time work",219
"Persons Place of Usual Residence","2020, NSW","Unemployed, looking for part-time work",225
"Persons Place of Usual Residence","2020, NSW","Not in the labour force",3335
"Persons Place of Usual Residence","2020, NSW","Not stated",825
"Persons Place of Usual Residence","2020, NSW","Not applicable",1963
"Persons Place of Usual Residence","2020, NSW","Total",14771
"Persons Place of Usual Residence","2021, NSW","Employed, worked full-time",6648
"Persons Place of Usual Residence","2021, NSW","Employed, worked part-time",2070
"Persons Place of Usual Residence","2021, NSW","Employed, away from work",368
"Persons Place of Usual Residence","2021, NSW","Unemployed, looking for full-time work",171
"Persons Place of Usual Residence","2021, NSW","Unemployed, looking for part-time work",143
"Persons Place of Usual Residence","2021, NSW","Not in the labour force",2587
"Persons Place of Usual Residence","2021, NSW","Not stated",1329
"Persons Place of Usual Residence","2021, NSW","Not applicable",1998
"Persons Place of Usual Residence","2021, NSW","Total",15312
"Persons Place of Usual Residence","2022, NSW","Employed, worked full-time",4448
"Persons Place of Usual Residence","2022, NSW","Employed, worked part-time",1855
"Persons Place of Usual Residence","2022, NSW","Employed, away from work",269
"Persons Place of Usual Residence","2022, NSW","Unemployed, looking for full-time work",146
"Persons Place of Usual Residence","2022, NSW","Unemployed, looking for part-time work",145
"Persons Place of Usual Residence","2022, NSW","Not in the labour force",2483
"Persons Place of Usual Residence","2022, NSW","Not stated",1330
"Persons Place of Usual Residence","2022, NSW","Not applicable",1838
"Persons Place of Usual Residence","2022, NSW","Total",12510
"Persons Place of Usual Residence","2023, NSW","Employed, worked full-time",3657
"Persons Place of Usual Residence","2023, NSW","Employed, worked part-time",1576
"Persons Place of Usual Residence","2023, NSW","Employed, away from work",230
"Persons Place of Usual Residence","2023, NSW","Unemployed, looking for full-time work",93
"Persons Place of Usual Residence","2023, NSW","Unemployed, looking for part-time work",112
"Persons Place of Usual Residence","2023, NSW","Not in the labour force",2411
"Persons Place of Usual Residence","2023, NSW","Not stated",708
"Persons Place of Usual Residence","2023, NSW","Not applicable",1940
"Persons Place of Usual Residence","2023, NSW","Total",10719
"Persons Place of Usual Residence","2024, NSW","Employed, worked full-time",3895
"Persons Place of Usual Residence","2024, NSW","Employed, worked part-time",1551
"Persons Place of Usual Residence","2024, NSW","Employed, away from work",249
"Persons Place of Usual Residence","2024, NSW","Unemployed, looking for full-time work",115
"Persons Place of Usual Residence","2024, NSW","Unemployed, looking for part-time work",91
"Persons Place of Usual Residence","2024, NSW","Not in the labour force",2217
"Persons Place of Usual Residence","2024, NSW","Not stated",924
"Persons Place of Usual Residence","2024, NSW","Not applicable",2029
"Persons Place of Usual Residence","2024, NSW","Total",11073
"Persons Place of Usual Residence","2025, NSW","Employed, worked full-time",2681
"Persons Place of Usual Residence","2025, NSW","Employed, worked part-time",993
"Persons Place of Usual Residence","2025, NSW","Employed, away from work",141
"Persons Place of Usual Residence","2025, NSW","Unemployed, looking for full-time work",69
"Persons Place of Usual Residence","2025, NSW","Unemployed, looking for part-time work",59
"Persons Place of Usual Residence","2025, NSW","Not in the labour force",1695
"Persons Place of Usual Residence","2025, NSW","Not stated",665
"Persons Place of Usual Residence","2025, NSW","Not applicable",1092
"Persons Place of Usual Residence","2025, NSW","Total",7407
"Persons Place of Usual Residence","2026, NSW","Employed, worked full-time",13155
"Persons Place of Usual Residence","2026, NSW","Employed, worked part-time",4762
"Persons Place of Usual Residence","2026, NSW","Employed, away from work",790
"Persons Place of Usual Residence","2026, NSW","Unemployed, looking for full-time work",360
"Persons Place of Usual Residence","2026, NSW","Unemployed, looking for part-time work",369
"Persons Place of Usual Residence","2026, NSW","Not in the labour force",4985
"Persons Place of Usual Residence","2026, NSW","Not stated",3397
"Persons Place of Usual Residence","2026, NSW","Not applicable",4672
"Persons Place of Usual Residence","2026, NSW","Total",32489
"Persons Place of Usual Residence","2027, NSW","Employed, worked full-time",2833
"Persons Place of Usual Residence","2027, NSW","Employed, worked part-time",1092
"Persons Place of Usual Residence","2027, NSW","Employed, away from work",181
"Persons Place of Usual Residence","2027, NSW","Unemployed, looking for full-time work",74
"Persons Place of Usual Residence","2027, NSW","Unemployed, looking for part-time work",47
"Persons Place of Usual Residence","2027, NSW","Not in the labour force",2105
"Persons Place of Usual Residence","2027, NSW","Not stated",962
"Persons Place of Usual Residence","2027, NSW","Not applicable",900
"Persons Place of Usual Residence","2027, NSW","Total",8191
"Persons Place of Usual Residence","2028, NSW","Employed, worked full-time",1776
"Persons Place of Usual Residence","2028, NSW","Employed, worked part-time",663
"Persons Place of Usual Residence","2028, NSW","Employed, away from work",97
"Persons Place of Usual Residence","2028, NSW","Unemployed, looking for full-time work",59
"Persons Place of Usual Residence","2028, NSW","Unemployed, looking for part-time work",33
"Persons Place of Usual Residence","2028, NSW","Not in the labour force",1069
"Persons Place of Usual Residence","2028, NSW","Not stated",417
"Persons Place of Usual Residence","2028, NSW","Not applicable",532
"Persons Place of Usual Residence","2028, NSW","Total",4643
"Persons Place of Usual Residence","2029, NSW","Employed, worked full-time",3303
"Persons Place of Usual Residence","2029, NSW","Employed, worked part-time",1538
"Persons Place of Usual Residence","2029, NSW","Employed, away from work",211
"Persons Place of Usual Residence","2029, NSW","Unemployed, looking for full-time work",98
"Persons Place of Usual Residence","2029, NSW","Unemployed, looking for part-time work",104
"Persons Place of Usual Residence","2029, NSW","Not in the labour force",2264
"Persons Place of Usual Residence","2029, NSW","Not stated",647
"Persons Place of Usual Residence","2029, NSW","Not applicable",1795
"Persons Place of Usual Residence","2029, NSW","Total",9957
"Persons Place of Usual Residence","2030, NSW","Employed, worked full-time",4084
"Persons Place of Usual Residence","2030, NSW","Employed, worked part-time",2218
"Persons Place of Usual Residence","2030, NSW","Employed, away from work",276
"Persons Place of Usual Residence","2030, NSW","Unemployed, looking for full-time work",122
"Persons Place of Usual Residence","2030, NSW","Unemployed, looking for part-time work",140
"Persons Place of Usual Residence","2030, NSW","Not in the labour force",3578
"Persons Place of Usual Residence","2030, NSW","Not stated",662
"Persons Place of Usual Residence","2030, NSW","Not applicable",2992
"Persons Place of Usual Residence","2030, NSW","Total",14080
"Persons Place of Usual Residence","2031, NSW","Employed, worked full-time",13403
"Persons Place of Usual Residence","2031, NSW","Employed, worked part-time",4993
"Persons Place of Usual Residence","2031, NSW","Employed, away from work",800
"Persons Place of Usual Residence","2031, NSW","Unemployed, looking for full-time work",379
"Persons Place of Usual Residence","2031, NSW","Unemployed, looking for part-time work",386
"Persons Place of Usual Residence","2031, NSW","Not in the labour force",6804
"Persons Place of Usual Residence","2031, NSW","Not stated",2459
"Persons Place of Usual Residence","2031, NSW","Not applicable",5509
"Persons Place of Usual Residence","2031, NSW","Total",34729
"Persons Place of Usual Residence","2032, NSW","Employed, worked full-time",3955
"Persons Place of Usual Residence","2032, NSW","Employed, worked part-time",2358
"Persons Place of Usual Residence","2032, NSW","Employed, away from work",303
"Persons Place of Usual Residence","2032, NSW","Unemployed, looking for full-time work",279
"Persons Place of Usual Residence","2032, NSW","Unemployed, looking for part-time work",514
"Persons Place of Usual Residence","2032, NSW","Not in the labour force",6530
"Persons Place of Usual Residence","2032, NSW","Not stated",867
"Persons Place of Usual Residence","2032, NSW","Not applicable",1893
"Persons Place of Usual Residence","2032, NSW","Total",16692
"Persons Place of Usual Residence","2033, NSW","Employed, worked full-time",3730
"Persons Place of Usual Residence","2033, NSW","Employed, worked part-time",1688
"Persons Place of Usual Residence","2033, NSW","Employed, away from work",249
"Persons Place of Usual Residence","2033, NSW","Unemployed, looking for full-time work",156
"Persons Place of Usual Residence","2033, NSW","Unemployed, looking for part-time work",230
"Persons Place of Usual Residence","2033, NSW","Not in the labour force",3286
"Persons Place of Usual Residence","2033, NSW","Not stated",774
"Persons Place of Usual Residence","2033, NSW","Not applicable",1458
"Persons Place of Usual Residence","2033, NSW","Total",11573
"Persons Place of Usual Residence","2034, NSW","Employed, worked full-time",8095
"Persons Place of Usual Residence","2034, NSW","Employed, worked part-time",2908
"Persons Place of Usual Residence","2034, NSW","Employed, away from work",506
"Persons Place of Usual Residence","2034, NSW","Unemployed, looking for full-time work",244
"Persons Place of Usual Residence","2034, NSW","Unemployed, looking for part-time work",214
"Persons Place of Usual Residence","2034, NSW","Not in the labour force",3795
"Persons Place of Usual Residence","2034, NSW","Not stated",1693
"Persons Place of Usual Residence","2034, NSW","Not applicable",3256
"Persons Place of Usual Residence","2034, NSW","Total",20716
"Persons Place of Usual Residence","2035, NSW","Employed, worked full-time",10545
"Persons Place of Usual Residence","2035, NSW","Employed, worked part-time",4928
"Persons Place of Usual Residence","2035, NSW","Employed, away from work",724
"Persons Place of Usual Residence","2035, NSW","Unemployed, looking for full-time work",404
"Persons Place of Usual Residence","2035, NSW","Unemployed, looking for part-time work",491
"Persons Place of Usual Residence","2035, NSW","Not in the labour force",9887
"Persons Place of Usual Residence","2035, NSW","Not stated",1815
"Persons Place of Usual Residence","2035, NSW","Not applicable",5698
"Persons Place of Usual Residence","2035, NSW","Total",34496
"Persons Place of Usual Residence","2036, NSW","Employed, worked full-time",8519
"Persons Place of Usual Residence","2036, NSW","Employed, worked part-time",4014
"Persons Place of Usual Residence","2036, NSW","Employed, away from work",704
"Persons Place of Usual Residence","2036, NSW","Unemployed, looking for full-time work",364
"Persons Place of Usual Residence","2036, NSW","Unemployed, looking for part-time work",319
"Persons Place of Usual Residence","2036, NSW","Not in the labour force",9356
"Persons Place of Usual Residence","2036, NSW","Not stated",2008
"Persons Place of Usual Residence","2036, NSW","Not applicable",5122
"Persons Place of Usual Residence","2036, NSW","Total",30411
"Persons Place of Usual Residence","2037, NSW","Employed, worked full-time",5655
"Persons Place of Usual Residence","2037, NSW","Employed, worked part-time",2499
"Persons Place of Usual Residence","2037, NSW","Employed, away from work",370
"Persons Place of Usual Residence","2037, NSW","Unemployed, looking for full-time work",291
"Persons Place of Usual Residence","2037, NSW","Unemployed, looking for part-time work",304
"Persons Place of Usual Residence","2037, NSW","Not in the labour force",3931
"Persons Place of Usual Residence","2037, NSW","Not stated",1517
"Persons Place of Usual Residence","2037, NSW","Not applicable",1551
"Persons Place of Usual Residence","2037, NSW","Total",16119
"Persons Place of Usual Residence","2038, NSW","Employed, worked full-time",3676
"Persons Place of Usual Residence","2038, NSW","Employed, worked part-time",1449
"Persons Place of Usual Residence","2038, NSW","Employed, away from work",235
"Persons Place of Usual Residence","2038, NSW","Unemployed, looking for full-time work",132
"Persons Place of Usual Residence","2038, NSW","Unemployed, looking for part-time work",106
"Persons Place of Usual Residence","2038, NSW","Not in the labour force",1675
"Persons Place of Usual Residence","2038, NSW","Not stated",616
"Persons Place of Usual Residence","2038, NSW","Not applicable",1564
"Persons Place of Usual Residence","2038, NSW","Total",9452
"Persons Place of Usual Residence","2039, NSW","Employed, worked full-time",3735
"Persons Place of Usual Residence","2039, NSW","Employed, worked part-time",1130
"Persons Place of Usual Residence","2039, NSW","Employed, away from work",200
"Persons Place of Usual Residence","2039, NSW","Unemployed, looking for full-time work",111
"Persons Place of Usual Residence","2039, NSW","Unemployed, looking for part-time work",56
"Persons Place of Usual Residence","2039, NSW","Not in the labour force",1349
"Persons Place of Usual Residence","2039, NSW","Not stated",642
"Persons Place of Usual Residence","2039, NSW","Not applicable",1511
"Persons Place of Usual Residence","2039, NSW","Total",8726
"Persons Place of Usual Residence","2040, NSW","Employed, worked full-time",8156
"Persons Place of Usual Residence","2040, NSW","Employed, worked part-time",3083
"Persons Place of Usual Residence","2040, NSW","Employed, away from work",557
"Persons Place of Usual Residence","2040, NSW","Unemployed, looking for full-time work",280
"Persons Place of Usual Residence","2040, NSW","Unemployed, looking for part-time work",231
"Persons Place of Usual Residence","2040, NSW","Not in the labour force",4238
"Persons Place of Usual Residence","2040, NSW","Not stated",1241
"Persons Place of Usual Residence","2040, NSW","Not applicable",4465
"Persons Place of Usual Residence","2040, NSW","Total",22242
"Persons Place of Usual Residence","2041, NSW","Employed, worked full-time",5817
"Persons Place of Usual Residence","2041, NSW","Employed, worked part-time",2197
"Persons Place of Usual Residence","2041, NSW","Employed, away from work",355
"Persons Place of Usual Residence","2041, NSW","Unemployed, looking for full-time work",193
"Persons Place of Usual Residence","2041, NSW","Unemployed, looking for part-time work",155
"Persons Place of Usual Residence","2041, NSW","Not in the labour force",3054
"Persons Place of Usual Residence","2041, NSW","Not stated",1178
"Persons Place of Usual Residence","2041, NSW","Not applicable",2736
"Persons Place of Usual Residence","2041, NSW","Total",15687
"Persons Place of Usual Residence","2042, NSW","Employed, worked full-time",8328
"Persons Place of Usual Residence","2042, NSW","Employed, worked part-time",2973
"Persons Place of Usual Residence","2042, NSW","Employed, away from work",547
"Persons Place of Usual Residence","2042, NSW","Unemployed, looking for full-time work",306
"Persons Place of Usual Residence","2042, NSW","Unemployed, looking for part-time work",262
"Persons Place of Usual Residence","2042, NSW","Not in the labour force",3121
"Persons Place of Usual Residence","2042, NSW","Not stated",1668
"Persons Place of Usual Residence","2042, NSW","Not applicable",1926
"Persons Place of Usual Residence","2042, NSW","Total",19128
"Persons Place of Usual Residence","2043, NSW","Employed, worked full-time",4168
"Persons Place of Usual Residence","2043, NSW","Employed, worked part-time",1017
"Persons Place of Usual Residence","2043, NSW","Employed, away from work",226
"Persons Place of Usual Residence","2043, NSW","Unemployed, looking for full-time work",121
"Persons Place of Usual Residence","2043, NSW","Unemployed, looking for part-time work",72
"Persons Place of Usual Residence","2043, NSW","Not in the labour force",893
"Persons Place of Usual Residence","2043, NSW","Not stated",628
"Persons Place of Usual Residence","2043, NSW","Not applicable",885
"Persons Place of Usual Residence","2043, NSW","Total",8014
"Persons Place of Usual Residence","2044, NSW","Employed, worked full-time",3125
"Persons Place of Usual Residence","2044, NSW","Employed, worked part-time",1211
"Persons Place of Usual Residence","2044, NSW","Employed, away from work",201
"Persons Place of Usual Residence","2044, NSW","Unemployed, looking for full-time work",111
"Persons Place of Usual Residence","2044, NSW","Unemployed, looking for part-time work",110
"Persons Place of Usual Residence","2044, NSW","Not in the labour force",1475
"Persons Place of Usual Residence","2044, NSW","Not stated",445
"Persons Place of Usual Residence","2044, NSW","Not applicable",1171
"Persons Place of Usual Residence","2044, NSW","Total",7840
"Persons Place of Usual Residence","2045, NSW","Employed, worked full-time",1904
"Persons Place of Usual Residence","2045, NSW","Employed, worked part-time",1009
"Persons Place of Usual Residence","2045, NSW","Employed, away from work",140
"Persons Place of Usual Residence","2045, NSW","Unemployed, looking for full-time work",66
"Persons Place of Usual Residence","2045, NSW","Unemployed, looking for part-time work",68
"Persons Place of Usual Residence","2045, NSW","Not in the labour force",1832
"Persons Place of Usual Residence","2045, NSW","Not stated",242
"Persons Place of Usual Residence","2045, NSW","Not applicable",1206
"Persons Place of Usual Residence","2045, NSW","Total",6453
"Persons Place of Usual Residence","2046, NSW","Employed, worked full-time",9193
"Persons Place of Usual Residence","2046, NSW","Employed, worked part-time",3793
"Persons Place of Usual Residence","2046, NSW","Employed, away from work",625
"Persons Place of Usual Residence","2046, NSW","Unemployed, looking for full-time work",308
"Persons Place of Usual Residence","2046, NSW","Unemployed, looking for part-time work",250
"Persons Place of Usual Residence","2046, NSW","Not in the labour force",6562
"Persons Place of Usual Residence","2046, NSW","Not stated",1312
"Persons Place of Usual Residence","2046, NSW","Not applicable",4790
"Persons Place of Usual Residence","2046, NSW","Total",26822
"Persons Place of Usual Residence","2047, NSW","Employed, worked full-time",4385
"Persons Place of Usual Residence","2047, NSW","Employed, worked part-time",1676
"Persons Place of Usual Residence","2047, NSW","Employed, away from work",267
"Persons Place of Usual Residence","2047, NSW","Unemployed, looking for full-time work",136
"Persons Place of Usual Residence","2047, NSW","Unemployed, looking for part-time work",104
"Persons Place of Usual Residence","2047, NSW","Not in the labour force",2660
"Persons Place of Usual Residence","2047, NSW","Not stated",819
"Persons Place of Usual Residence","2047, NSW","Not applicable",1906
"Persons Place of Usual Residence","2047, NSW","Total",11950
"Persons Place of Usual Residence","2048, NSW","Employed, worked full-time",3232
"Persons Place of Usual Residence","2048, NSW","Employed, worked part-time",1217
"Persons Place of Usual Residence","2048, NSW","Employed, away from work",204
"Persons Place of Usual Residence","2048, NSW","Unemployed, looking for full-time work",99
"Persons Place of Usual Residence","2048, NSW","Unemployed, looking for part-time work",80
"Persons Place of Usual Residence","2048, NSW","Not in the labour force",1371
"Persons Place of Usual Residence","2048, NSW","Not stated",622
"Persons Place of Usual Residence","2048, NSW","Not applicable",1110
"Persons Place of Usual Residence","2048, NSW","Total",7940
"Persons Place of Usual Residence","2049, NSW","Employed, worked full-time",4442
"Persons Place of Usual Residence","2049, NSW","Employed, worked part-time",1677
"Persons Place of Usual Residence","2049, NSW","Employed, away from work",273
"Persons Place of Usual Residence","2049, NSW","Unemployed, looking for full-time work",175
"Persons Place of Usual Residence","2049, NSW","Unemployed, looking for part-time work",160
"Persons Place of Usual Residence","2049, NSW","Not in the labour force",2126
"Persons Place of Usual Residence","2049, NSW","Not stated",879
"Persons Place of Usual Residence","2049, NSW","Not applicable",1536
"Persons Place of Usual Residence","2049, NSW","Total",11278
"Persons Place of Usual Residence","2050, NSW","Employed, worked full-time",3878
"Persons Place of Usual Residence","2050, NSW","Employed, worked part-time",1227
"Persons Place of Usual Residence","2050, NSW","Employed, away from work",220
"Persons Place of Usual Residence","2050, NSW","Unemployed, looking for full-time work",128
"Persons Place of Usual Residence","2050, NSW","Unemployed, looking for part-time work",201
"Persons Place of Usual Residence","2050, NSW","Not in the labour force",1912
"Persons Place of Usual Residence","2050, NSW","Not stated",719
"Persons Place of Usual Residence","2050, NSW","Not applicable",678
"Persons Place of Usual Residence","2050, NSW","Total",8967
"Persons Place of Usual Residence","2052, NSW","Employed, worked full-time",127
"Persons Place of Usual Residence","2052, NSW","Employed, worked part-time",617
"Persons Place of Usual Residence","2052, NSW","Employed, away from work",170
"Persons Place of Usual Residence","2052, NSW","Unemployed, looking for full-time work",41
"Persons Place of Usual Residence","2052, NSW","Unemployed, looking for part-time work",352
"Persons Place of Usual Residence","2052, NSW","Not in the labour force",1869
"Persons Place of Usual Residence","2052, NSW","Not stated",225
"Persons Place of Usual Residence","2052, NSW","Not applicable",20
"Persons Place of Usual Residence","2052, NSW","Total",3428
"Persons Place of Usual Residence","2060, NSW","Employed, worked full-time",6241
"Persons Place of Usual Residence","2060, NSW","Employed, worked part-time",1815
"Persons Place of Usual Residence","2060, NSW","Employed, away from work",311
"Persons Place of Usual Residence","2060, NSW","Unemployed, looking for full-time work",200
"Persons Place of Usual Residence","2060, NSW","Unemployed, looking for part-time work",144
"Persons Place of Usual Residence","2060, NSW","Not in the labour force",2757
"Persons Place of Usual Residence","2060, NSW","Not stated",1096
"Persons Place of Usual Residence","2060, NSW","Not applicable",1423
"Persons Place of Usual Residence","2060, NSW","Total",13987
"Persons Place of Usual Residence","2061, NSW","Employed, worked full-time",2552
"Persons Place of Usual Residence","2061, NSW","Employed, worked part-time",754
"Persons Place of Usual Residence","2061, NSW","Employed, away from work",150
"Persons Place of Usual Residence","2061, NSW","Unemployed, looking for full-time work",93
